"lambda_slow","p_fast"
0.69812895550371,0.223933040315958
0.703553466251187,0.230164361828622
0.640559477152882,0.214203277019635
0.716307333319043,0.214947037301749
0.692041832355863,0.191902323367392
0.788569795745458,0.189852179603071
0.764785986877397,0.180052440024751
0.636695775120376,0.243716023250498
0.877090702713559,0.183863460395486
0.676389609215716,0.268020971570295
0.587430528305779,0.202000195971006
0.764088330752147,0.19550654520786
0.801280623604082,0.210038425987506
0.744786329991303,0.23005808662313
0.78469679404836,0.185688881547636
0.764213417373875,0.227153153818426
0.678318507340341,0.204284240182163
0.880740938335003,0.181826848246008
0.673089328713061,0.170731176774453
0.668230183963473,0.194285948538323
0.661357525279329,0.228657533980495
0.762519666327596,0.197131739871409
0.772152522894187,0.229213207116757
0.920114213659472,0.185985158730108
0.766230865585506,0.227595446384897
0.696857246927631,0.181584415544982
0.691447702129007,0.262374905316753
0.591586230769087,0.187039320135299
0.681526315979285,0.18853253531483
0.674456979922574,0.210006415678779
0.820041107862522,0.207206759684678
0.723708232802978,0.185600297245295
0.715099381308527,0.235867981058057
0.737385782621564,0.211772648292601
0.739976776120306,0.225014227541274
0.682056666282753,0.253266376926732
0.767199828780959,0.213342255051233
0.680473270005121,0.178399711660493
0.585497768569714,0.195274662814944
0.716949178740123,0.171808185229877
0.764115510145341,0.230315926659394
0.794509205645966,0.192437014031338
0.634729520959703,0.213535548065864
0.778863484136127,0.20374988232793
0.749447936385634,0.263526696509888
0.694847921795912,0.234313052187564
0.778150000345042,0.20833313385171
0.724196635483853,0.176186192539822
0.769809314483008,0.200673134007952
0.704154125803451,0.213279940321052
0.678040377712091,0.181167289579061
0.699973919216758,0.197239666959321
0.803212378125254,0.218281987828735
0.736098030512202,0.206053004374455
0.769865501107107,0.264930625226992
0.743076655186294,0.213959387941626
0.903239532809668,0.163203454578806
0.813921802255599,0.227694863807069
0.697999968066838,0.266603625675645
0.697632684015452,0.226697879648684
0.730381837635461,0.168011542280064
0.813783568858176,0.163713911686623
0.796991324730004,0.194679730106889
0.685264206309266,0.177751721588864
0.666622729359433,0.176174274802101
0.782500806620678,0.178177222398025
0.611993288840123,0.214472340545833
0.683015872035437,0.244123136774171
0.663006996297345,0.208039520735828
0.670552960600993,0.1627331838283
0.659738433355296,0.252506499121968
0.825623058840962,0.228201966431422
0.834614365499138,0.246024098699563
0.613280376311346,0.189299748824578
0.536260344551446,0.197941261591925
0.805642069289657,0.222418892173139
0.695437392683559,0.193408464806319
0.647281084249233,0.24984655853156
0.759257576165065,0.144986213980008
0.764578059647132,0.198691425779674
0.684696337328789,0.16319261556768
0.86977872543531,0.156740860048609
0.665998416151449,0.217539396621442
0.686961705517884,0.208586446393488
0.842942735166553,0.221635738689431
0.77938803472878,0.211550335031471
0.697125291704728,0.177980870439162
0.564926566059979,0.180413518792412
0.891592011436601,0.234453800225733
0.838104094403419,0.219212490048868
0.622499658548742,0.191185728066271
0.750544449879044,0.203132687959435
0.679302542261994,0.232261089790581
0.787803000544929,0.145293944760813
0.737498625659494,0.223579363423806
0.723901546199309,0.191952891101111
0.91293777824391,0.241098361041422
0.653544590343369,0.179122536672716
0.718182335531771,0.200626056621656
0.692826704531083,0.29891280420999
0.604633787687018,0.18785073591293
0.693430167516014,0.221886196445772
0.759010594726379,0.192851854909265
0.703264799498011,0.21515287987065
0.686243083159895,0.201877680332664
0.702987539012795,0.239802101278452
0.729485791470778,0.18038568134
0.696576474432,0.18676436518401
0.676270513810362,0.194541058321843
0.67463204153311,0.164876985267447
0.806690629353005,0.22377897374371
0.744899705118881,0.223946578215877
0.744142154527583,0.196185249452878
0.690666208099035,0.196544564905189
0.606875988381343,0.155040340237019
0.698499066185832,0.198564239977643
0.750946058429218,0.197972595710029
0.75057269410131,0.24747007459617
0.705822098449381,0.215662146536909
0.70629252819369,0.182362746020888
0.705438875578835,0.182623134039262
0.666271252528248,0.18888600825914
0.660989212556131,0.190291957504062
0.714814679857513,0.216524461388829
0.792431740892478,0.21752164498933
0.586468380003773,0.183844485389343
0.651953553493256,0.185264666497631
0.806733105089825,0.180044496821634
0.857718186869953,0.18822055960243
0.744876252764566,0.196095756132061
0.684599021128969,0.224613429946422
0.623508149031038,0.221836576049033
0.681878528543672,0.186130085992138
0.709439468705605,0.223903012091181
0.81521561044596,0.205517718408149
0.805320808468998,0.237966649087501
0.883487758599585,0.170015635884621
0.736782541161937,0.222041013757954
0.767166514139261,0.232149051628657
0.654373400461211,0.170479822847485
0.710826081143666,0.205421460791541
0.696681192094011,0.194167461887038
0.663583588548098,0.218204335475518
0.705231121800998,0.223926654582189
0.630189054328695,0.230991139505526
0.56827482245945,0.230566802320415
0.715132167678617,0.227223421139892
0.662749678786911,0.249468421269202
0.775522347208392,0.196225019782943
0.691044215530297,0.137827198599141
0.761378882821969,0.184384813881003
0.748686346897373,0.182856128025257
0.737076254319918,0.202759998271474
0.859001919397288,0.210699386807509
0.768444185748215,0.178472181424405
0.717298272042038,0.16022397477162
0.738147754761912,0.251545102836598
0.758579364191898,0.193519017748221
0.849856540160649,0.210278604266764
0.743246585348847,0.175254104348121
0.768503649603401,0.187637006828927
